"path","lines","current_layer","category","runtime_class","reason","proposed_path","action","direct_dependencies","referenced_by","name_classification","stage_name_occurrences","compatibility_gate","delete_safe","ambiguous_reference_count"
"contrib/satcompute/metrics/routing/size-aware-metrics.cc","123","outside-protection","PUBLIC_SUBSTRATE","","实际 WU/bytes/storage/events 和方案 DTO 的输出；不反向驱动算法","contrib/satcompute/metrics/routing/size-aware-metrics.cc","KEEP","contrib/satcompute/metrics/routing/size-aware-metrics.h [include:7]","contrib/satcompute/CMakeLists.txt:72 [build_reference]","","","现有合同不变","false","0"
"contrib/satcompute/metrics/routing/size-aware-metrics.h","23","outside-protection","PUBLIC_SUBSTRATE","","实际 WU/bytes/storage/events 和方案 DTO 的输出；不反向驱动算法","contrib/satcompute/metrics/routing/size-aware-metrics.h","KEEP","contrib/satcompute/routing/state/flow-route-registry.h [include:8]","contrib/satcompute/CMakeLists.txt:178 [build_reference]; contrib/satcompute/metrics/metrics.cc:21 [include]; contrib/satcompute/metrics/metrics.cc:21 [literal_code_reference]; contrib/satcompute/metrics/routing/size-aware-metrics.cc:7 [include]; contrib/satcompute/metrics/routing/size-aware-metrics.cc:7 [literal_code_reference]","","","现有合同不变","false","0"
"contrib/satcompute/para.cc","171","outside-protection","COMPOSITION_ROOT","","参数与 CLI 校验、方案实例组装；保留默认值与外部枚举","contrib/satcompute/para.cc","KEEP","contrib/satcompute/para.h [include:7]","contrib/satcompute/CMakeLists.txt:4 [build_reference]; contrib/satcompute/protection/policy/baseline/checkbullet/tools/analyze-cb-sat-matrix.py:45 [literal_code_reference]; contrib/satcompute/tests/integration/regression/run-checkpoint-maintenance.py:27 [literal_code_reference]; contrib/satcompute/tests/integration/regression/run-n5c-rational-multirun.py:25 [literal_code_reference]; contrib/satcompute/tests/integration/regression/run-recovery-deadline-reruns.py:44 [literal_code_reference]; contrib/satcompute/tests/unit/test_n5c_rational_multirun.py:32 [literal_code_reference]; contrib/satcompute/tests/unit/test_n5c_u_audit.py:157 [literal_code_reference]; contrib/satcompute/tests/unit/test_recovery_u_revalidation.py:21 [literal_code_reference]","RENAME (内部符号/注释); KEEP_AS_PUBLIC_TERM (CLI/CSV/导出头与类型兼容)","123: // N5C V4：full 使用三项压力；noR/noU/noM 仅删除一项评分，仍保留全部硬约束。 | 124: config.n5cVariant = ""full"";","现有合同不变","false","0"
"contrib/satcompute/para.h","93","outside-protection","COMPOSITION_ROOT","","参数与 CLI 校验、方案实例组装；保留默认值与外部枚举","contrib/satcompute/para.h","KEEP","","contrib/satcompute/CMakeLists.txt:107 [build_reference]; contrib/satcompute/metrics/metrics.h:8 [include]; contrib/satcompute/metrics/metrics.h:8 [literal_code_reference]; contrib/satcompute/para.cc:7 [include]; contrib/satcompute/para.cc:7 [literal_code_reference]; contrib/satcompute/protection/policy/baseline/checkbullet/tools/analyze-cb-sat-matrix.py:45 [literal_code_reference]; contrib/satcompute/satcompute.cc:26 [include]; contrib/satcompute/satcompute.cc:26 [literal_code_reference]; contrib/satcompute/tests/integration/regression/run-checkpoint-maintenance.py:27 [literal_code_reference]; contrib/satcompute/tests/integration/regression/run-n5c-rational-u.py:58 [literal_code_reference]; contrib/satcompute/tests/integration/regression/run-n5c-recent-u.py:23 [literal_code_reference]; contrib/satcompute/tests/integration/regression/run-recovery-deadline-reruns.py:44 [literal_code_reference]; contrib/satcompute/tests/support/config-factory.h:9 [include]; contrib/satcompute/tests/support/config-factory.h:9 [literal_code_reference]; contrib/satcompute/tests/unit/para-test.cc:5 [include]; contrib/satcompute/tests/unit/para-test.cc:5 [literal_code_reference]; contrib/satcompute/tests/unit/protection-contract-test.cc:7 [include]; contrib/satcompute/tests/unit/protection-contract-test.cc:7 [literal_code_reference]; contrib/satcompute/topology/online/online-topology-controller.h:8 [include]; contrib/satcompute/topology/online/online-topology-controller.h:8 [literal_code_reference]","RENAME (内部符号/注释); KEEP_AS_PUBLIC_TERM (CLI/CSV/导出头与类型兼容)","66: std::string n5cVariant; ///< full/noR/noU/noM/recent-U/rational-U; scoring only, never hard feasibility.","现有合同不变","false","0"
"contrib/satcompute/protection/README.md","661","README.md","DOC_OR_TOOL","","模块说明或历史来源；详见 docs manifest","contrib/satcompute/protection/README.md","KEEP","","contrib/satcompute/tests/unit/test_checkpoint_maintenance.py:33 [literal_code_reference]","ARCHIVE_ONLY (历史文字)","3: N5A 回答“怎样执行保护”，N5B 才决定启动/频率，N5C 才优化节点选择。 | 6: FIXED 正式场景仅为执行验收，不代表 CompFRR 算法效果。N5A 已合入 n5； | 7: N5B 已将独立频率策略接入在线故障与真实 checkpoint；N5C V4 在其后选择 designated remote。 | 32: | `../metrics/core/frequency-metrics.cc` | 独立逐 epoch 决策 CSV；不混入 N5A actual 成本账本 | | 55: | `placementMode` | `fa-ffp` | `ffp/lrl` 最小筛选；`fa-ffp/fa-lrl` 可行性感知筛选，五种保护模式均可注入；`n5c` 仅用于 CompFRR | | 56: | `n5cVariant` | `full` | `full/noR/noU/noM/recent-U/rational-U`；只改变评分，不改变硬约束，要求 placement=n5c | | 87: 完整 recompute 与 one-plus-one 均支持四种 baseline placement；`placementMode=n5c` 仅允许 CompFRR。 | 89: ### Pre-N5C 可行性筛选消融 | 135: ## N5B：频率策略与在线接线 | 179: `FrequencyDecisionGate` 只维护单任务策略状态，真实初始化、记录、批次和故障仍由 N5A 执行。 | 186: N5B-G2/G3 正式接入和算法比较采用在线 **generate**。固定输入和配对 seed/run 不保证不同策略 | 187: 得到同一故障序列：恢复计算改变负载与温度是 F1 闭环的一部分。N5A 的 validation-replay | 255: 真实预留、拒绝、发送和清理由 N5A 账本执行；预测通过不等于资源已预留。 | 266: N5C quota 更新仍替换旧峰值，结束释放；每次维护同时遵守实际容量、其他任务承诺和本任务 remote 峰值， | 277: 阶段证据：[G1](../../../docs/n5/reviews/N5B-G1-frequency-policy.md)、 | 278: [G2](../../../docs/n5/reviews/N5B-G2-dynamic-frequency-runtime.md)、 | 279: [G3 正式对照](../../../docs/n5/reviews/N5B-G3-frequency-evaluation.md)。 | 481: 三种候选估计和实际收齐时刻。它是恢复机制，不改变 N5B 的 FFP/LRL 放置排序。 | 522: ## N5C V4：固定配置后的备份节点选择 | 524: 启用 `--protectionMode=compfrr --placementMode=n5c`，支持 Eager/Deferred，默认参数不替换 FA-FFP。 | 525: `--n5cVariant=full/noR/noU/noM` 仅控制评分维度；消融仍记录三项原值，保留全部硬约束。 | 526: 另有实验选项 `recent-U`，只把评分使用的 U 改为近期窗口，默认仍为 `full`。 | 530: | `policy/compfrr/placement/n5c-placement-policy.h/.cc` | V4 恢复冲突、历史利用率、存储压力、确定性 min-max 排名和远端 peak quota 账本 | | 531: | `runtime/frequency-n5c-adapter.cc` | 当前状态/原生预测器到候选的只读适配，不重新求解 Frequency | | 532: | `runtime/n5c-placement-tracker.h/.cc` | quota 替换/释放、实际 READY、assignment 时间积分和真实 storage byte-time 观察 | | 534: | `../metrics/core/n5c-placement-metrics.cc` | 候选决策与节点资源诊断，绝不代替真实网络/计算账本 | | 538: 然后用实际 remote 的算力、带宽、存储验证固定配置，按 V4 排名。未越过完整同纳秒故障批次 | 551: V4 的串加时间只作候选估计，实际恢复仍按既有 INPUT/state 并发屏障执行。 | 558: `recent-U` 的窗口是 `[max(0,t-H),t)`，H 为当前主任务精确剩余纯计算时间（整数 ns）， | 563: `n5c-recent-u-history.csv` 记录每个候选的 H、起止、分子、分母和 `recent_utilization`。 | 564: 只有 `recent-U` 输出此表；旧变体的原 CSV 合同不变。近期 U 大量为零、与 noU 排名退化一致的 | 567: `rational-U` 是独立实验变体，使用 `U_global * H/(H+I)` 替换评分中的 U， | 572: `n5c-rational-u-history.csv` 单独记录 H、I、freshness、累计 U 与 rational pressure； | 575: 当前 `recent-U` 已停止正式实验（保留代码和未完成输出）；Rational-U 只获准 run 11 一组验证， | 576: 不代表已替换默认 FULL。结果见 [Rational-U 主场景审计](../../../docs/n5/reviews/N5C-rational-U-main-scenario.md)。 | 578: `n5c-placement-decisions.csv` 只记录 START 后的空间提案，区分 reference/实际资源、候选及最终准入。 | 581: FA-FFP 等不会因此启用 N5C quota。原场景、故障随机流、Routing、恢复策略和工作量标度不变。 | 583: [N5C 验收记录](../../../docs/n5/reviews/N5B-closeout-N5C-kickoff.md)。 | 589: ## 资源账本与 Pre-N5C 冻结口径 | 611: [32组正式报告](../../../docs/n5/reviews/Pre-N5C-placement-baselines-final.md)。 | 617: LRL/FA-LRL 是 N5C 的强 baseline，必须在同一受控合同下公平比较，不预设结果； | 637: N5A 历史机制诊断列为 | 658: [N5A-G1](../../../docs/n5/reviews/N5A-G1-architecture-storage.md)、 | 659: [N5A-G2](../../../docs/n5/reviews/N5A-G2-fixed-backup-path.md)、 | 660: [N5A-G3](../../../docs/n5/reviews/N5A-G3-recovery-loop.md)、 | 661: [N5A-G4](../../../docs/n5/reviews/N5A-G4-integration-accounting.md)。","现有合同不变","false","81"
"contrib/satcompute/protection/common/protection-types.cc","104","common","COMMON_CONTRACT","","动作、attempt、阶段与 mode 类型混合；抽 neutral contract 时保留旧 include/type","contrib/satcompute/protection/common/protection-types.cc","EXTRACT_CONTRACT_OR_EXECUTOR_KEEP_OWNER","contrib/satcompute/protection/common/protection-types.h [include:2]","contrib/satcompute/CMakeLists.txt:6 [build_reference]","","","头路径/类型别名、CMake、CLI/CSV/fixture、同纳秒事件与账本等价","false","0"
"contrib/satcompute/protection/common/protection-types.h","206","common","COMMON_CONTRACT","","动作、attempt、阶段与 mode 类型混合；抽 neutral contract 时保留旧 include/type","contrib/satcompute/protection/common/protection-types.h","EXTRACT_CONTRACT_OR_EXECUTOR_KEEP_OWNER","","contrib/satcompute/CMakeLists.txt:109 [build_reference]; contrib/satcompute/protection/common/protection-types.cc:2 [include]; contrib/satcompute/protection/common/protection-types.cc:2 [literal_code_reference]; contrib/satcompute/protection/common/task-state-adapter.h:5 [include]; contrib/satcompute/protection/common/task-state-adapter.h:5 [literal_code_reference]; contrib/satcompute/protection/policy/compfrr/frequency/compfrr-frequency-policy.h:5 [include]; contrib/satcompute/protection/policy/compfrr/frequency/compfrr-frequency-policy.h:5 [literal_code_reference]; contrib/satcompute/protection/policy/placement-policy.h:4 [include]; contrib/satcompute/protection/policy/placement-policy.h:4 [literal_code_reference]; contrib/satcompute/protection/runtime/protection-runtime.h:4 [include]; contrib/satcompute/protection/runtime/protection-runtime.h:4 [literal_code_reference]; contrib/satcompute/protection/runtime/protection-transfer-key.h:4 [include]; contrib/satcompute/protection/runtime/protection-transfer-key.h:4 [literal_code_reference]","","","头路径/类型别名、CMake、CLI/CSV/fixture、同纳秒事件与账本等价","false","0"
"contrib/satcompute/protection/common/task-state-adapter.cc","171","common","COMMON_CONTRACT","","四类任务状态字节与 committed layout；含 Eager/Deferred 差异","contrib/satcompute/protection/common/task-state-adapter.cc","EXTRACT_CONTRACT_OR_EXECUTOR_KEEP_OWNER","contrib/satcompute/protection/common/task-state-adapter.h [include:2]","contrib/satcompute/CMakeLists.txt:8 [build_reference]","","","头路径/类型别名、CMake、CLI/CSV/fixture、同纳秒事件与账本等价","false","0"
"contrib/satcompute/protection/common/task-state-adapter.h","82","common","COMMON_CONTRACT","","四类任务状态字节与 committed layout；含 Eager/Deferred 差异","contrib/satcompute/protection/common/task-state-adapter.h","EXTRACT_CONTRACT_OR_EXECUTOR_KEEP_OWNER","contrib/satcompute/protection/common/protection-types.h [include:5]; contrib/satcompute/task/compute-task.h [include:4]","contrib/satcompute/CMakeLists.txt:111 [build_reference]; contrib/satcompute/protection/common/task-state-adapter.cc:2 [include]; contrib/satcompute/protection/common/task-state-adapter.cc:2 [literal_code_reference]; contrib/satcompute/protection/mechanism/checkpoint/checkpoint-progress.h:4 [include]; contrib/satcompute/protection/mechanism/checkpoint/checkpoint-progress.h:4 [literal_code_reference]; contrib/satcompute/protection/policy/baseline/checkbullet/cb-sat-policy.h:4 [include]; contrib/satcompute/protection/policy/baseline/checkbullet/cb-sat-policy.h:4 [literal_code_reference]; contrib/satcompute/protection/policy/compfrr/frequency/compfrr-frequency-policy.h:6 [include]; contrib/satcompute/protection/policy/compfrr/frequency/compfrr-frequency-policy.h:6 [literal_code_reference]","","","头路径/类型别名、CMake、CLI/CSV/fixture、同纳秒事件与账本等价","false","0"
"contrib/satcompute/protection/mechanism/checkpoint/checkpoint-manager.cc","1173","mechanism","OPTIONAL_MECHANISM","","capture/batch/apply/cleanup + 共享传输队列混合；先抽 queue/ID ledger","contrib/satcompute/protection/mechanism/checkpoint/checkpoint-manager.cc","EXTRACT_CONTRACT_OR_EXECUTOR_KEEP_OWNER","contrib/satcompute/protection/mechanism/checkpoint/checkpoint-manager.h [include:2]","contrib/satcompute/CMakeLists.txt:26 [build_reference]; contrib/satcompute/tests/unit/test_checkpoint_maintenance.py:34 [literal_code_reference]","","","头路径/类型别名、CMake、CLI/CSV/fixture、同纳秒事件与账本等价","false","0"
"contrib/satcompute/protection/mechanism/checkpoint/checkpoint-manager.h","308","mechanism","OPTIONAL_MECHANISM","","capture/batch/apply/cleanup + 共享传输队列混合；先抽 queue/ID ledger","contrib/satcompute/protection/mechanism/checkpoint/checkpoint-manager.h","EXTRACT_CONTRACT_OR_EXECUTOR_KEEP_OWNER","contrib/satcompute/protection/mechanism/checkpoint/checkpoint-progress.h [include:8]; contrib/satcompute/protection/runtime/protection-runtime.h [include:5]; contrib/satcompute/protection/runtime/protection-transfer-key.h [include:6]; contrib/satcompute/protection/storage/backup-storage-pool.h [include:7]; contrib/satcompute/task/task-coordinator.h [include:4]","contrib/satcompute/CMakeLists.txt:132 [build_reference]; contrib/satcompute/metrics/core/protection-metrics.h:4 [include]; contrib/satcompute/metrics/core/protection-metrics.h:4 [literal_code_reference]; contrib/satcompute/protection/mechanism/checkpoint/checkpoint-manager.cc:2 [include]; contrib/satcompute/protection/mechanism/checkpoint/checkpoint-manager.cc:2 [literal_code_reference]; contrib/satcompute/protection/mechanism/replication/replica-manager.h:4 [include]; contrib/satcompute/protection/mechanism/replication/replica-manager.h:4 [literal_code_reference]; contrib/satcompute/protection/runtime/fixed-protection-controller.h:4 [include]; contrib/satcompute/protection/runtime/fixed-protection-controller.h:4 [literal_code_reference]; contrib/satcompute/protection/runtime/frequency-storage-estimator.h:4 [include]; contrib/satcompute/protection/runtime/frequency-storage-estimator.h:4 [literal_code_reference]; contrib/satcompute/protection/runtime/n5c-placement-tracker.h:5 [include]; contrib/satcompute/protection/runtime/n5c-placement-tracker.h:5 [literal_code_reference]; contrib/satcompute/protection/runtime/recovery-controller.h:5 [include]; contrib/satcompute/protection/runtime/recovery-controller.h:5 [literal_code_reference]; contrib/satcompute/tests/unit/protection-path-test.cc:3 [include]; contrib/satcompute/tests/unit/protection-path-test.cc:3 [literal_code_reference]; contrib/satcompute/tests/unit/recovery-runtime-test.cc:4 [include]; contrib/satcompute/tests/unit/recovery-runtime-test.cc:4 [literal_code_reference]","","","头路径/类型别名、CMake、CLI/CSV/fixture、同纳秒事件与账本等价","false","0"
"contrib/satcompute/protection/mechanism/checkpoint/checkpoint-progress.cc","134","mechanism","OPTIONAL_MECHANISM","","检查点 WU 进度与连续序列状态","contrib/satcompute/protection/mechanism/checkpoint/checkpoint-progress.cc","KEEP","contrib/satcompute/protection/mechanism/checkpoint/checkpoint-progress.h [include:2]","contrib/satcompute/CMakeLists.txt:25 [build_reference]","","","现有合同不变","false","0"
"contrib/satcompute/protection/mechanism/checkpoint/checkpoint-progress.h","71","mechanism","OPTIONAL_MECHANISM","","检查点 WU 进度与连续序列状态","contrib/satcompute/protection/mechanism/checkpoint/checkpoint-progress.h","KEEP","contrib/satcompute/protection/common/task-state-adapter.h [include:4]","contrib/satcompute/CMakeLists.txt:131 [build_reference]; contrib/satcompute/protection/mechanism/checkpoint/checkpoint-manager.h:8 [include]; contrib/satcompute/protection/mechanism/checkpoint/checkpoint-manager.h:8 [literal_code_reference]; contrib/satcompute/protection/mechanism/checkpoint/checkpoint-progress.cc:2 [include]; contrib/satcompute/protection/mechanism/checkpoint/checkpoint-progress.cc:2 [literal_code_reference]; contrib/satcompute/tests/unit/n5b-policy-test.cc:4 [include]; contrib/satcompute/tests/unit/n5b-policy-test.cc:4 [literal_code_reference]; contrib/satcompute/tests/unit/protection-contract-test.cc:3 [include]; contrib/satcompute/tests/unit/protection-contract-test.cc:3 [literal_code_reference]","","","现有合同不变","false","0"
"contrib/satcompute/protection/mechanism/replication/replica-manager.cc","519","mechanism","OPTIONAL_MECHANISM","","一次性正常副本、真实流、同纳秒 takeover；使用空 checkpoint ledger 不等于获得 checkpoint","contrib/satcompute/protection/mechanism/replication/replica-manager.cc","KEEP","contrib/satcompute/protection/mechanism/replication/replica-manager.h [include:2]","contrib/satcompute/CMakeLists.txt:39 [build_reference]","","","现有合同不变","false","0"
"contrib/satcompute/protection/mechanism/replication/replica-manager.h","109","mechanism","OPTIONAL_MECHANISM","","一次性正常副本、真实流、同纳秒 takeover；使用空 checkpoint ledger 不等于获得 checkpoint","contrib/satcompute/protection/mechanism/replication/replica-manager.h","KEEP","contrib/satcompute/protection/mechanism/checkpoint/checkpoint-manager.h [include:4]; contrib/satcompute/protection/policy/baseline/one-plus-one/one-plus-one-policy.h [include:5]; contrib/satcompute/protection/runtime/placement-load-ledger.h [include:7]; contrib/satcompute/traffic/local-delivery.h [include:6]","contrib/satcompute/CMakeLists.txt:143 [build_reference]; contrib/satcompute/metrics/core/replica-metrics.cc:2 [include]; contrib/satcompute/metrics/core/replica-metrics.cc:2 [literal_code_reference]; contrib/satcompute/protection/mechanism/replication/replica-manager.cc:2 [include]; contrib/satcompute/protection/mechanism/replication/replica-manager.cc:2 [literal_code_reference]; contrib/satcompute/protection/runtime/one-plus-one-controller.h:4 [include]; contrib/satcompute/protection/runtime/one-plus-one-controller.h:4 [literal_code_reference]","","","现有合同不变","false","0"
"contrib/satcompute/protection/policy/baseline/checkbullet/README.md","107","policy","DOC_OR_TOOL","","模块说明或历史来源；详见 docs manifest","contrib/satcompute/protection/baseline/checkbullet/README.md","MOVE_VERTICAL_PACKAGE_WITH_COMPAT","","","ARCHIVE_ONLY (历史文字)","6: [历史验收报告](../../../../../../docs/n5/reviews/Pre-N5C-cb-sat-v2.md)。2026-09-13 审计发现 | 8: [收口审计](../../../../../../docs/n5/reviews/N5B-closeout-N5C-kickoff.md)。 | 102: V7 联合比较及其分析器保留在实验分支，不成为正式主线依赖，见 | 103: [历史联合审计](https://github.com/forest-rabbit/SCP-SatComPlate/blob/2ff3c5c98d58ed68c192f97cf47dff7a7e45cefd/docs/n5/reviews/Pre-N5C-v7-cbsat-joint-audit.md)。","头路径/类型别名、CMake、CLI/CSV/fixture、同纳秒事件与账本等价","false","83"
"contrib/satcompute/protection/policy/baseline/checkbullet/calibration/frozen-mtbf-profile.json","6603","policy","DOC_OR_TOOL","","运行时冻结 MTBF 数据；不是可丢弃实验输出","contrib/satcompute/protection/baseline/checkbullet/calibration/frozen-mtbf-profile.json","MOVE_VERTICAL_PACKAGE_WITH_COMPAT","","contrib/satcompute/CMakeLists.txt:244 [build_reference]; contrib/satcompute/protection/policy/baseline/checkbullet/tools/cb_tools.py:19 [literal_code_reference]","","","头路径/类型别名、CMake、CLI/CSV/fixture、同纳秒事件与账本等价","false","0"
"contrib/satcompute/protection/policy/baseline/checkbullet/cb-sat-config.cc","63","policy","BASELINE_VERTICAL_PACKAGE","","CB-Sat 参数与冻结 MTBF 读取","contrib/satcompute/protection/baseline/checkbullet/cb-sat-config.cc","MOVE_VERTICAL_PACKAGE_WITH_COMPAT","contrib/satcompute/protection/policy/baseline/checkbullet/cb-sat-config.h [include:2]","contrib/satcompute/CMakeLists.txt:13 [build_reference]; contrib/satcompute/CMakeLists.txt:242 [build_reference]","","","头路径/类型别名、CMake、CLI/CSV/fixture、同纳秒事件与账本等价","false","0"
"contrib/satcompute/protection/policy/baseline/checkbullet/cb-sat-config.h","25","policy","BASELINE_VERTICAL_PACKAGE","","CB-Sat 参数与冻结 MTBF 读取","contrib/satcompute/protection/baseline/checkbullet/cb-sat-config.h","MOVE_VERTICAL_PACKAGE_WITH_COMPAT","","contrib/satcompute/CMakeLists.txt:116 [build_reference]; contrib/satcompute/protection/policy/baseline/checkbullet/cb-sat-config.cc:2 [include]; contrib/satcompute/protection/policy/baseline/checkbullet/cb-sat-config.cc:2 [literal_code_reference]; contrib/satcompute/protection/policy/baseline/checkbullet/cb-sat-controller.h:4 [include]; contrib/satcompute/protection/policy/baseline/checkbullet/cb-sat-controller.h:4 [literal_code_reference]; contrib/satcompute/tests/unit/cb-sat-config-test.cc:2 [include]; contrib/satcompute/tests/unit/cb-sat-config-test.cc:2 [literal_code_reference]","","","头路径/类型别名、CMake、CLI/CSV/fixture、同纳秒事件与账本等价","false","0"
"contrib/satcompute/protection/policy/baseline/checkbullet/cb-sat-controller.cc","59","policy","BASELINE_VERTICAL_PACKAGE","","CB-Sat 自有事件控制器","contrib/satcompute/protection/baseline/checkbullet/cb-sat-controller.cc","MOVE_VERTICAL_PACKAGE_WITH_COMPAT","contrib/satcompute/protection/policy/baseline/checkbullet/cb-sat-controller.h [include:2]","contrib/satcompute/CMakeLists.txt:14 [build_reference]","","","头路径/类型别名、CMake、CLI/CSV/fixture、同纳秒事件与账本等价","false","0"
"contrib/satcompute/protection/policy/baseline/checkbullet/cb-sat-controller.h","32","policy","BASELINE_VERTICAL_PACKAGE","","CB-Sat 自有事件控制器","contrib/satcompute/protection/baseline/checkbullet/cb-sat-controller.h","MOVE_VERTICAL_PACKAGE_WITH_COMPAT","contrib/satcompute/protection/policy/baseline/checkbullet/cb-sat-config.h [include:4]; contrib/satcompute/protection/policy/baseline/checkbullet/cb-sat-recovery.h [include:5]","contrib/satcompute/CMakeLists.txt:117 [build_reference]; contrib/satcompute/protection/policy/baseline/checkbullet/cb-sat-controller.cc:2 [include]; contrib/satcompute/protection/policy/baseline/checkbullet/cb-sat-controller.cc:2 [literal_code_reference]; contrib/satcompute/protection/policy/baseline/checkbullet/cb-sat-metrics.cc:2 [include]; contrib/satcompute/protection/policy/baseline/checkbullet/cb-sat-metrics.cc:2 [literal_code_reference]; contrib/satcompute/satcompute.cc:21 [include]; contrib/satcompute/satcompute.cc:21 [literal_code_reference]; contrib/satcompute/tests/unit/cb-sat-recovery-test.cc:4 [include]; contrib/satcompute/tests/unit/cb-sat-recovery-test.cc:4 [literal_code_reference]","","","头路径/类型别名、CMake、CLI/CSV/fixture、同纳秒事件与账本等价","false","0"
"contrib/satcompute/protection/policy/baseline/checkbullet/cb-sat-manager.cc","864","policy","BASELINE_VERTICAL_PACKAGE","","CB-Sat full INPUT/root/连续 log 对象与独立 H-boundary retry","contrib/satcompute/protection/baseline/checkbullet/cb-sat-manager.cc","MOVE_VERTICAL_PACKAGE_WITH_COMPAT","contrib/satcompute/protection/policy/baseline/checkbullet/cb-sat-manager.h [include:2]","contrib/satcompute/CMakeLists.txt:11 [build_reference]","","","头路径/类型别名、CMake、CLI/CSV/fixture、同纳秒事件与账本等价","false","0"
"contrib/satcompute/protection/policy/baseline/checkbullet/cb-sat-manager.h","189","policy","BASELINE_VERTICAL_PACKAGE","","CB-Sat full INPUT/root/连续 log 对象与独立 H-boundary retry","contrib/satcompute/protection/baseline/checkbullet/cb-sat-manager.h","MOVE_VERTICAL_PACKAGE_WITH_COMPAT","contrib/satcompute/protection/policy/baseline/checkbullet/cb-sat-policy.h [include:4]; contrib/satcompute/protection/policy/baseline/checkbullet/cb-sat-state.h [include:5]; contrib/satcompute/protection/policy/placement-policy.h [include:8]; contrib/satcompute/protection/runtime/placement-load-ledger.h [include:6]; contrib/satcompute/protection/runtime/protection-transfer-key.h [include:7]; contrib/satcompute/protection/storage/backup-storage-pool.h [include:9]; contrib/satcompute/task/task-coordinator.h [include:10]","contrib/satcompute/CMakeLists.txt:114 [build_reference]; contrib/satcompute/protection/policy/baseline/checkbullet/cb-sat-manager.cc:2 [include]; contrib/satcompute/protection/policy/baseline/checkbullet/cb-sat-manager.cc:2 [literal_code_reference]; contrib/satcompute/protection/policy/baseline/checkbullet/cb-sat-recovery.h:4 [include]; contrib/satcompute/protection/policy/baseline/checkbullet/cb-sat-recovery.h:4 [literal_code_reference]; contrib/satcompute/tests/unit/cb-sat-runtime-test.cc:3 [include]; contrib/satcompute/tests/unit/cb-sat-runtime-test.cc:3 [literal_code_reference]","","","头路径/类型别名、CMake、CLI/CSV/fixture、同纳秒事件与账本等价","false","0"
"contrib/satcompute/protection/policy/baseline/checkbullet/cb-sat-metrics.cc","178","policy","BASELINE_VERTICAL_PACKAGE","","CB-Sat 独立记录，复用实际资源账本口径","contrib/satcompute/protection/baseline/checkbullet/cb-sat-metrics.cc","MOVE_VERTICAL_PACKAGE_WITH_COMPAT","contrib/satcompute/protection/policy/baseline/checkbullet/cb-sat-controller.h [include:2]","contrib/satcompute/CMakeLists.txt:15 [build_reference]","","","头路径/类型别名、CMake、CLI/CSV/fixture、同纳秒事件与账本等价","false","0"
"contrib/satcompute/protection/policy/baseline/checkbullet/cb-sat-policy.cc","131","policy","BASELINE_VERTICAL_PACKAGE","","独立 MTBF/H/X 求解，不使用 CompFRR Frequency","contrib/satcompute/protection/baseline/checkbullet/cb-sat-policy.cc","MOVE_VERTICAL_PACKAGE_WITH_COMPAT","contrib/satcompute/protection/policy/baseline/checkbullet/cb-sat-policy.h [include:2]; contrib/satcompute/task/compute-service.h [include:3]","contrib/satcompute/CMakeLists.txt:9 [build_reference]","","","头路径/类型别名、CMake、CLI/CSV/fixture、同纳秒事件与账本等价","false","0"
"contrib/satcompute/protection/policy/baseline/checkbullet/cb-sat-policy.h","66","policy","BASELINE_VERTICAL_PACKAGE","","独立 MTBF/H/X 求解，不使用 CompFRR Frequency","contrib/satcompute/protection/baseline/checkbullet/cb-sat-policy.h","MOVE_VERTICAL_PACKAGE_WITH_COMPAT","contrib/satcompute/protection/common/task-state-adapter.h [include:4]","contrib/satcompute/CMakeLists.txt:112 [build_reference]; contrib/satcompute/protection/policy/baseline/checkbullet/cb-sat-manager.h:4 [include]; contrib/satcompute/protection/policy/baseline/checkbullet/cb-sat-manager.h:4 [literal_code_reference]; contrib/satcompute/protection/policy/baseline/checkbullet/cb-sat-policy.cc:2 [include]; contrib/satcompute/protection/policy/baseline/checkbullet/cb-sat-policy.cc:2 [literal_code_reference]; contrib/satcompute/protection/policy/baseline/checkbullet/cb-sat-state.h:4 [include]; contrib/satcompute/protection/policy/baseline/checkbullet/cb-sat-state.h:4 [literal_code_reference]","","","头路径/类型别名、CMake、CLI/CSV/fixture、同纳秒事件与账本等价","false","0"
"contrib/satcompute/protection/policy/baseline/checkbullet/cb-sat-recovery.cc","566","policy","BASELINE_VERTICAL_PACKAGE","","CB-Sat q_restore/full INPUT/root/log 恢复，无 CompFRR tail","contrib/satcompute/protection/baseline/checkbullet/cb-sat-recovery.cc","MOVE_VERTICAL_PACKAGE_WITH_COMPAT","contrib/satcompute/protection/policy/baseline/checkbullet/cb-sat-recovery.h [include:2]; contrib/satcompute/protection/policy/baseline/fa-first-feasible-placement/fa-first-feasible-placement-policy.h [include:3]","contrib/satcompute/CMakeLists.txt:12 [build_reference]","RENAME (内部符号/注释); KEEP_AS_PUBLIC_TERM (CLI/CSV/导出头与类型兼容)","176: // This is the frozen checkpoint-recovery ranking, not native R0 or future N5C placement.","头路径/类型别名、CMake、CLI/CSV/fixture、同纳秒事件与账本等价","false","0"
