constellation,node_count,candidate_count,window_index,window_offset_s,interval_s,snapshot_count,reference_unique_edge_set_count,reference_edge_transition_count,held_unique_edge_set_count,absolute_edge_state_errors,normalized_edge_state_disagreement,endpoint_mismatch_seconds,missed_active_edges,spurious_active_edges,missed_transition_count,mean_event_timing_error_s,p95_event_timing_error_s,max_event_timing_error_s,maximum_stale_duration_s,component_count_mismatch_seconds,unreachable_pair_error_sum,max_unreachable_pair_error,reference_unique_ecmp_candidate_fingerprint_count,held_unique_ecmp_candidate_fingerprint_count,exact_candidate_match_ratio,candidate_mismatch_pair_seconds,candidate_count_mismatch_pair_seconds,shortest_hop_mismatch_pair_seconds,reachability_mismatch_pair_seconds,mean_candidate_jaccard,p05_candidate_jaccard,minimum_candidate_jaccard,reference_ecmp_pair_fraction,held_ecmp_pair_fraction,routing_mode,reference_selected_next_hop_change_count,selected_next_hop_exact_match_ratio,selected_next_hop_mismatch_count,selected_candidate_survival_ratio,selected_candidate_missing_count,candidate_count_trace_mismatch_count,event_candidate_count_trace_mismatch_count,reachability_mismatch_count,output_bytes,checker_wall_time_s,topology_wall_time_min_s,topology_wall_time_median_s,topology_wall_time_max_s,topology_peak_rss_kib,route_recomputation_count,passes_fidelity_gate,all_tested_intervals_fidelity_equivalent
synthetic-66-compute-22,66,121,1,2009,5,201,1,0,1,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,1.0,0,0,0,0,1.0,1.0,1.0,0.7692307692307693,0.7692307692307693,global-hash-per-flow,0,1.0,0,1.0,0,0,0,0,3973962,0.09954326699516969,,,,,200,True,True
synthetic-66-compute-22,66,121,1,2009,5,201,1,0,1,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,1.0,0,0,0,0,1.0,1.0,1.0,0.7692307692307693,0.7692307692307693,global-hrw-per-flow,0,1.0,0,1.0,0,0,0,0,3973962,0.09954326699516969,,,,,200,True,True
synthetic-66-compute-22,66,121,1,2009,10,101,1,0,1,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,1.0,0,0,0,0,1.0,1.0,1.0,0.7692307692307693,0.7692307692307693,global-first,0,1.0,0,1.0,0,0,0,0,1999465,0.049734034000721294,,,,,100,True,True
synthetic-66-compute-22,66,121,1,2009,10,101,1,0,1,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,1.0,0,0,0,0,1.0,1.0,1.0,0.7692307692307693,0.7692307692307693,global-hash-per-flow,0,1.0,0,1.0,0,0,0,0,1999465,0.049734034000721294,,,,,100,True,True
synthetic-66-compute-22,66,121,1,2009,10,101,1,0,1,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,1.0,0,0,0,0,1.0,1.0,1.0,0.7692307692307693,0.7692307692307693,global-hrw-per-flow,0,1.0,0,1.0,0,0,0,0,1999465,0.049734034000721294,,,,,100,True,True
synthetic-66-compute-22,66,121,1,2009,20,51,1,0,1,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,1.0,0,0,0,0,1.0,1.0,1.0,0.7692307692307693,0.7692307692307693,global-first,0,1.0,0,1.0,0,0,0,0,1012213,0.027134816999023315,,,,,50,True,True
synthetic-66-compute-22,66,121,1,2009,20,51,1,0,1,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,1.0,0,0,0,0,1.0,1.0,1.0,0.7692307692307693,0.7692307692307693,global-hash-per-flow,0,1.0,0,1.0,0,0,0,0,1012213,0.027134816999023315,,,,,50,True,True
synthetic-66-compute-22,66,121,1,2009,20,51,1,0,1,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,1.0,0,0,0,0,1.0,1.0,1.0,0.7692307692307693,0.7692307692307693,global-hrw-per-flow,0,1.0,0,1.0,0,0,0,0,1012213,0.027134816999023315,,,,,50,True,True
synthetic-66-compute-22,66,121,2,4018,1,1001,1,0,1,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,1.0,0,0,0,0,1.0,1.0,1.0,0.7692307692307693,0.7692307692307693,global-first,0,1.0,0,1.0,0,0,0,0,19769964,0.8921251689971541,,,,,1000,True,True
synthetic-66-compute-22,66,121,2,4018,1,1001,1,0,1,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,1.0,0,0,0,0,1.0,1.0,1.0,0.7692307692307693,0.7692307692307693,global-hash-per-flow,0,1.0,0,1.0,0,0,0,0,19769964,0.8921251689971541,,,,,1000,True,True
synthetic-66-compute-22,66,121,2,4018,1,1001,1,0,1,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,1.0,0,0,0,0,1.0,1.0,1.0,0.7692307692307693,0.7692307692307693,global-hrw-per-flow,0,1.0,0,1.0,0,0,0,0,19769964,0.8921251689971541,,,,,1000,True,True
synthetic-66-compute-22,66,121,2,4018,2,501,1,0,1,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,1.0,0,0,0,0,1.0,1.0,1.0,0.7692307692307693,0.7692307692307693,global-first,0,1.0,0,1.0,0,0,0,0,9897462,0.2586470169990207,,,,,500,True,True
synthetic-66-compute-22,66,121,2,4018,2,501,1,0,1,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,1.0,0,0,0,0,1.0,1.0,1.0,0.7692307692307693,0.7692307692307693,global-hash-per-flow,0,1.0,0,1.0,0,0,0,0,9897462,0.2586470169990207,,,,,500,True,True
synthetic-66-compute-22,66,121,2,4018,2,501,1,0,1,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,1.0,0,0,0,0,1.0,1.0,1.0,0.7692307692307693,0.7692307692307693,global-hrw-per-flow,0,1.0,0,1.0,0,0,0,0,9897462,0.2586470169990207,,,,,500,True,True
synthetic-66-compute-22,66,121,2,4018,5,201,1,0,1,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,1.0,0,0,0,0,1.0,1.0,1.0,0.7692307692307693,0.7692307692307693,global-first,0,1.0,0,1.0,0,0,0,0,3973962,0.10547374699672218,,,,,200,True,True
synthetic-66-compute-22,66,121,2,4018,5,201,1,0,1,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,1.0,0,0,0,0,1.0,1.0,1.0,0.7692307692307693,0.7692307692307693,global-hash-per-flow,0,1.0,0,1.0,0,0,0,0,3973962,0.10547374699672218,,,,,200,True,True
synthetic-66-compute-22,66,121,2,4018,5,201,1,0,1,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,1.0,0,0,0,0,1.0,1.0,1.0,0.7692307692307693,0.7692307692307693,global-hrw-per-flow,0,1.0,0,1.0,0,0,0,0,3973962,0.10547374699672218,,,,,200,True,True
synthetic-66-compute-22,66,121,2,4018,10,101,1,0,1,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,1.0,0,0,0,0,1.0,1.0,1.0,0.7692307692307693,0.7692307692307693,global-first,0,1.0,0,1.0,0,0,0,0,1999465,0.42757186400558567,,,,,100,True,True
synthetic-66-compute-22,66,121,2,4018,10,101,1,0,1,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,1.0,0,0,0,0,1.0,1.0,1.0,0.7692307692307693,0.7692307692307693,global-hash-per-flow,0,1.0,0,1.0,0,0,0,0,1999465,0.42757186400558567,,,,,100,True,True
synthetic-66-compute-22,66,121,2,4018,10,101,1,0,1,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,1.0,0,0,0,0,1.0,1.0,1.0,0.7692307692307693,0.7692307692307693,global-hrw-per-flow,0,1.0,0,1.0,0,0,0,0,1999465,0.42757186400558567,,,,,100,True,True
synthetic-66-compute-22,66,121,2,4018,20,51,1,0,1,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,1.0,0,0,0,0,1.0,1.0,1.0,0.7692307692307693,0.7692307692307693,global-first,0,1.0,0,1.0,0,0,0,0,1012213,0.402207092003664,,,,,50,True,True
synthetic-66-compute-22,66,121,2,4018,20,51,1,0,1,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,1.0,0,0,0,0,1.0,1.0,1.0,0.7692307692307693,0.7692307692307693,global-hash-per-flow,0,1.0,0,1.0,0,0,0,0,1012213,0.402207092003664,,,,,50,True,True
synthetic-66-compute-22,66,121,2,4018,20,51,1,0,1,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,1.0,0,0,0,0,1.0,1.0,1.0,0.7692307692307693,0.7692307692307693,global-hrw-per-flow,0,1.0,0,1.0,0,0,0,0,1012213,0.402207092003664,,,,,50,True,True
synthetic-720-oneweb-compute-240,720,1400,0,0,1,1001,1,0,1,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,1.0,0,0,0,0,1.0,1.0,1.0,0.9235048678720446,0.9235048678720446,global-first,0,1.0,0,1.0,0,0,0,0,229188387,5.340684456008603,26108.065502659,26875.25892482,27089.116717747,602380,1000,True,True
synthetic-720-oneweb-compute-240,720,1400,0,0,1,1001,1,0,1,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,1.0,0,0,0,0,1.0,1.0,1.0,0.9235048678720446,0.9235048678720446,global-hash-per-flow,0,1.0,0,1.0,0,0,0,0,229188387,5.340684456008603,26108.065502659,26875.25892482,27089.116717747,602380,1000,True,True
synthetic-720-oneweb-compute-240,720,1400,0,0,1,1001,1,0,1,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,1.0,0,0,0,0,1.0,1.0,1.0,0.9235048678720446,0.9235048678720446,global-hrw-per-flow,0,1.0,0,1.0,0,0,0,0,229188387,5.340684456008603,26108.065502659,26875.25892482,27089.116717747,602380,1000,True,True
synthetic-720-oneweb-compute-240,720,1400,0,0,2,501,1,0,1,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,1.0,0,0,0,0,1.0,1.0,1.0,0.9235048678720446,0.9235048678720446,global-first,0,1.0,0,1.0,0,0,0,0,114718385,3.130536755998037,13131.918802908,13289.205221021,13370.558506457,601696,500,True,True
synthetic-720-oneweb-compute-240,720,1400,0,0,2,501,1,0,1,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,1.0,0,0,0,0,1.0,1.0,1.0,0.9235048678720446,0.9235048678720446,global-hash-per-flow,0,1.0,0,1.0,0,0,0,0,114718385,3.130536755998037,13131.918802908,13289.205221021,13370.558506457,601696,500,True,True
synthetic-720-oneweb-compute-240,720,1400,0,0,2,501,1,0,1,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,1.0,0,0,0,0,1.0,1.0,1.0,0.9235048678720446,0.9235048678720446,global-hrw-per-flow,0,1.0,0,1.0,0,0,0,0,114718385,3.130536755998037,13131.918802908,13289.205221021,13370.558506457,601696,500,True,True
synthetic-720-oneweb-compute-240,720,1400,0,0,5,201,1,0,1,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,1.0,0,0,0,0,1.0,1.0,1.0,0.9235048678720446,0.9235048678720446,global-first,0,1.0,0,1.0,0,0,0,0,46036385,1.3328199880052125,4939.126616396,5149.282314268,5209.803028602,602456,200,True,True
synthetic-720-oneweb-compute-240,720,1400,0,0,5,201,1,0,1,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,1.0,0,0,0,0,1.0,1.0,1.0,0.9235048678720446,0.9235048678720446,global-hash-per-flow,0,1.0,0,1.0,0,0,0,0,46036385,1.3328199880052125,4939.126616396,5149.282314268,5209.803028602,602456,200,True,True
synthetic-720-oneweb-compute-240,720,1400,0,0,5,201,1,0,1,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,1.0,0,0,0,0,1.0,1.0,1.0,0.9235048678720446,0.9235048678720446,global-hrw-per-flow,0,1.0,0,1.0,0,0,0,0,46036385,1.3328199880052125,4939.126616396,5149.282314268,5209.803028602,602456,200,True,True
synthetic-720-oneweb-compute-240,720,1400,0,0,10,101,1,0,1,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,1.0,0,0,0,0,1.0,1.0,1.0,0.9235048678720446,0.9235048678720446,global-first,0,1.0,0,1.0,0,0,0,0,23142388,0.4594062919932185,2480.855741067,2489.360387423,2507.62666826,601844,100,True,True
synthetic-720-oneweb-compute-240,720,1400,0,0,10,101,1,0,1,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,1.0,0,0,0,0,1.0,1.0,1.0,0.9235048678720446,0.9235048678720446,global-hash-per-flow,0,1.0,0,1.0,0,0,0,0,23142388,0.4594062919932185,2480.855741067,2489.360387423,2507.62666826,601844,100,True,True
synthetic-720-oneweb-compute-240,720,1400,0,0,10,101,1,0,1,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,1.0,0,0,0,0,1.0,1.0,1.0,0.9235048678720446,0.9235048678720446,global-hrw-per-flow,0,1.0,0,1.0,0,0,0,0,23142388,0.4594062919932185,2480.855741067,2489.360387423,2507.62666826,601844,100,True,True
synthetic-720-oneweb-compute-240,720,1400,0,0,20,51,1,0,1,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,1.0,0,0,0,0,1.0,1.0,1.0,0.9235048678720446,0.9235048678720446,global-first,0,1.0,0,1.0,0,0,0,0,11695386,0.6502469959959853,1149.963710988,1183.333502703,1201.500747653,602784,50,True,True
synthetic-720-oneweb-compute-240,720,1400,0,0,20,51,1,0,1,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,1.0,0,0,0,0,1.0,1.0,1.0,0.9235048678720446,0.9235048678720446,global-hash-per-flow,0,1.0,0,1.0,0,0,0,0,11695386,0.6502469959959853,1149.963710988,1183.333502703,1201.500747653,602784,50,True,True
synthetic-720-oneweb-compute-240,720,1400,0,0,20,51,1,0,1,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,1.0,0,0,0,0,1.0,1.0,1.0,0.9235048678720446,0.9235048678720446,global-hrw-per-flow,0,1.0,0,1.0,0,0,0,0,11695386,0.6502469959959853,1149.963710988,1183.333502703,1201.500747653,602784,50,True,True
